Timestamp	Filename	Error	Message
2024-10-15 14:57:00.405 -0600	jsDev.fmp12	0	*** Started consistency check of improperly closed file, total of 176 block(s) to check
2024-10-15 14:57:00.406 -0600	jsDev.fmp12	0	Reset maximum block sequence number to 913894
2024-10-15 14:57:00.406 -0600	jsDev.fmp12	0	*** Completed consistency check, checked 176 block(s)
2024-10-15 14:57:18.584 -0600	jsDev.fmp12	0	*** Started consistency check of improperly closed file, total of 176 block(s) to check
2024-10-15 14:57:18.584 -0600	jsDev.fmp12	0	Reset maximum block sequence number to 913894
2024-10-15 14:57:18.585 -0600	jsDev.fmp12	0	*** Completed consistency check, checked 176 block(s)
2024-10-15 14:58:08.955 -0600	jsDev.fmp12	0	*** Started consistency check of improperly closed file, total of 176 block(s) to check
2024-10-15 14:58:08.955 -0600	jsDev.fmp12	0	Reset maximum block sequence number to 913894
2024-10-15 14:58:08.955 -0600	jsDev.fmp12	0	*** Completed consistency check, checked 176 block(s)
